clade_name,Li32124_S1,Li32125_S2,Li32126_S3,Li32127_S4,Li32128_S5,Li32129_S6,Li32130_S7,Li32131_S8,Li32132_S9,Li32133_S10,Li32134_S11,Li32135_S12,Li32136_S13,Li32137_S14,Li32138_S15,Li32139_S16,Li32140_S17,Li32141_S18,Li32142_S19,Li32143_S20,Li32144_S21,Li32145_S22,Li32146_S23,Li32147_S24,Li32148_S25,Li32149_S26,Li32150_S27,Li32151_S28,Li32152_S29,Li32153_S30,Li32154_S31,Li32155_S32,Li32156_S33,Li32157_S34,Li32158_S35,Li32159_S36,Li32160_S37,Li32161_S38,Li32162_S39,Li32163_S40,Li32164_S41,Li32165_S42,Li32166_S43,Li32167_S44,Li32168_S45,Li32169_S46,Li32170_S47,Li32171_S48,Li32172_S49,Li32173_S50,Li32174_S51,Li32175_S52,Li32176_S53,Li32177_S54,Li32178_S55,Li32179_S56,Li32180_S57,Li32181_S58,Li32182_S59,Li32183_S60,Li32184_S61,Li32185_S62,Li32186_S63,Li32187_S64,Li32188_S65,Li32189_S66,Li32190_S67,Li32191_S68,Li32192_S69,Li32193_S70,Li32194_S71,Li32195_S72,Li32196_S73,Li32197_S74,Li32198_S75,Li32199_S76,Li32200_S77,Li32201_S78,Li32202_S79,Li32203_S80,Li32204_S81,Li32205_S82,Li32206_S83,Li32207_S84
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Intestinimonas|s__Intestinimonas_timonensis|t__SGB29334,0,0,0,0,0,0,0,0,0,0,0,0,0.10785,0.02137,0.05815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_unclassified_SGB47659|t__SGB47659,0,0,0,0,0,0,0,0,0,0,0,0,0.09773,0.01401,0.00376,0.04627,0.01335,0.14444,0,0,0,0.03118,0,0.00236,0,0,0,0,0,0,0.32191,0.09166,0.0111,0,0,0.04587,0.02222,0,0,0,0,0,0,0,0.00776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Dorea|s__Dorea_phocaeensis|t__SGB4572,0,0,0,0,0,0,0,0,0,0,0,0,0.0571,0,0,0,0,0,1.29277,0.32168,1.02932,0,0,0,0.51857,0.179,0.57769,0,0,0,0,0,0,0.00121,0,0,0,0,0,0,0,0,0,0,2.58968,0.85315,3.24361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18737,0.10114,0.09045,0,0,0,0,0,0,0,0,0,0.3305,0.48776,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__GGB45656|s__GGB45656_SGB63370|t__SGB63370,0,0,0,0,0,0,0,0,0,0,0,0,0.05641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03246,0.02263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__CFGB1011|o__OFGB1011|f__FGB1011|g__GGB2652|s__GGB2652_SGB3573|t__SGB3573,0,0,0,0,0,0,0,0,0,0,0,0,0.04421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169,0.02804,0.00923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00794,0.02718,0.02535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_saccharogumia|t__SGB6749,0,0,0,0,0,0,0,0,0,0,0,0,0.0228,0.04749,0.07371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07454,0.15944
k__Bacteria|p__Firmicutes|c__CFGB3038|o__OFGB3038|f__FGB3038|g__GGB9533|s__GGB9533_SGB14936|t__SGB14936,0,0,0,0,0,0,0,0,0,0,0,0,0.01714,0.02919,0.01372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01264,0,0.01389,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Drancourtella|s__Drancourtella_massiliensis|t__SGB4619,0,0,0,0,0,0,0,0,0,0,0,0,0.01396,0.00445,0.0085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94409,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_MCC353|t__SGB109658,0,0,0,0,0,0,0,0,0,0,0,0,0.00832,0,0,0,0,0.00033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa|t__SGB16986,0,0,0,0,0,0,0,0,0,0,0,0,0.00547,0.00563,0.0017,0,0,0,0.00019,0,0.00047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00909,0.02192,0,0,0,0,0,0,0,0.01787,0.01978,0.00518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00032,0,0,0,0,0,0,0,0,0,0.00134,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_gallinarum|t__SGB29328,0,0,0,0,0,0,0,0,0,0,0,0,0.00518,0.00025,0.01442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00613,0.00025,0,0,0,0.01081,0.00101,0,0,0,0,0.00435,0.00408,0.0119,0,0.02978,0.03717,0.00127,0.00215,0,0.00364,0.01112,0.00013,0,0,0,0.00277,0.00177,0,0.00932,0.00917,0.01084,0,0,0,0.00169,0.01082,0.00454,0.00023,0.00943,0.00218,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Anaerofustis|s__Anaerofustis_stercorihominis|t__SGB4116,0,0,0,0,0,0,0,0,0,0,0,0,0.00441,0.00346,0.00093,0.02073,0.04719,0.02111,0,0,0,0.02016,0,0.001,0.00317,0,0.00392,0,0,0.02828,0,0,0.00742,0,0,0.01202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00183,0,0,0,0,0,0,0,0,0,0.00651,0.00513,0.0662,0.00523,0.02777,0.00096,0,0,0,0,0,0,0,0,0,0.00133,0.01734,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Marvinbryantia|s__Marvinbryantia_SGB4691|t__SGB4691,0,0,0,0,0,0,0,0,0,0,0,0,0.00324,0.02991,0.00661,0,0,0,0,0,0,0,0,0,0.12933,0.06207,0.04731,0,0,0,0,0,0,0,0,0,0,0.00117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_ph3|t__SGB17137_group,0,0,0,0,0,0,0,0,0,0,0,0,0.00215,0.0082,0.00087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00439,0,0,0.00071,0,0,0,0,0,0.00444,0.00072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00275,0,0,0,0,0,0,0,0,0,0,0,0.00538,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Drancourtella|s__Drancourtella_SGB106018|t__SGB106018,0,0,0,0,0,0,0,0,0,0,0,0,0.00095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Clostridiales_bacterium_CHKCI006|t__SGB7261,0,0,0,0,0,0,0,0,0,0,0,0,0.00042,0,0.00048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_hominis|t__SGB79833,0,0,0,0,0,0,0,0,0,0,0,0,0.00042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00187,0.00086,0.00253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Lactonifactor|s__Lactonifactor_longoviformis|t__SGB7280,0,0,0,0,0,0,0,0,0,0,0,0,0.00013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3828,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00792,0.00171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01282,0.00049,0,0,0,0,0,0,0.00278,0.00212,0.03784,0,0,0,0,0,0,0,0,0.01853,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00184,0,0,0,0,0,0.03783,0,0,0.00131,0,0,0.00112,0,0,0,0,0.00013,0.00781,0,0,0,0,0.00063,0.00463,0.0212,0.00296,0.22587,0,0.00369,0.00344,0,0,0,0.01545,0.00311,0.00758,0,0,0.00093,0.00133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00425,0,0,0,0,0.00196,0,0,0,0.00011,0,0,0.00436,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3828|s__GGB3828_SGB5197,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00792,0.00171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01282,0.00049,0,0,0,0,0,0,0.00278,0.00212,0.03784,0,0,0,0,0,0,0,0,0.01853,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_delbrueckii,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00184,0,0,0,0,0,0.03783,0,0,0.00131,0,0,0.00112,0,0,0,0,0,0.00781,0,0,0,0,0.00063,0.00267,0.02042,0.00296,0.22587,0,0,0,0,0,0,0,0,0,0,0,0,0.00133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00196,0,0,0,0.00011,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_michiganensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_bromii|t__SGB4290,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57664,6.92327,0,0,0,0,0,0,0,0,0,0,0,0,2.01366,0,0,0,0,0,5.02033,0,0.00155,0,0,0,0.07768,0,0,0,0,0,0,0,0,0,0.00057,0,0,9.82524,0,0,0,0,0,0,0,0,0.05382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75206,9.32395,0.00123,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3828|s__GGB3828_SGB5197|t__SGB5197,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00792,0.00171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01282,0.00049,0,0,0,0,0,0,0.00278,0.00212,0.03784,0,0,0,0,0,0,0,0,0.01853,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_delbrueckii|t__SGB7020,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00184,0,0,0,0,0,0.03783,0,0,0.00131,0,0,0.00112,0,0,0,0,0,0.00781,0,0,0,0,0.00063,0.00267,0.02042,0.00296,0.22587,0,0,0,0,0,0,0,0,0,0,0,0,0.00133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00196,0,0,0,0.00011,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_michiganensis|t__SGB10119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Lancefieldella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00524,0,0.01067,0,0.0007,0,0,0,0,0.00384,0.00451,0,0,0,0.00128,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00966,0,0,0.00192,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00485,0,0,0,0,0,0,0,0.00081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02874,0.00383,0.00221,0.0004,0,0,0,0,0,0.00937,0.08174,0.00011,0,0.09039,0,0,0,0,0,0,0,0.0199,0.00694,0.03386,0.11186,0,0,0,0,0,0,0,0,0.00065,0,0,0,0,0.00382,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Lancefieldella|s__Lancefieldella_parvula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007,0,0,0,0,0.00384,0.00451,0,0,0,0.00128,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00966,0,0,0.00192,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Hungatella|s__Hungatella_effluvii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016,0.00215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168,0,0,0.05418,0,0.00263,0.00018,0,0,0.02144,0.05831,0,0,0.00953,0,0,0,0,0,0,0,0.00052,0,0.01834,0.41259,0.00016,0,0,0.00081,0,0,0,0,0.0096,0.01032,0,0,0,0,0.05905,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula|t__SGB6939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00485,0,0,0,0,0,0,0,0.00081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02874,0.00383,0.00221,0.0004,0,0,0,0,0,0.00937,0.08174,0.00011,0,0.09039,0,0,0,0,0,0,0,0.0199,0.00694,0.03386,0.11186,0,0,0,0,0,0,0,0,0.00065,0,0,0,0,0.00382,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Lancefieldella|s__Lancefieldella_parvula|t__SGB966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007,0,0,0,0,0.00384,0.00338,0,0,0,0.00128,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00966,0,0,0.00192,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Hungatella|s__Hungatella_effluvii|t__SGB48023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica|t__SGB6936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016,0.00215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168,0,0,0.05418,0,0.00263,0.00018,0,0,0.02144,0.05831,0,0,0.00953,0,0,0,0,0,0,0,0.00052,0,0.01834,0.41259,0.00016,0,0,0.00081,0,0,0,0,0.0096,0.01032,0,0,0,0,0.05905,0,0,0
k__Bacteria|p__Firmicutes|c__CFGB30328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00224,0.01419,0.02924,0.01086,0.01105,0,0,0,0,0.0001,0.00842,0.02825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03547,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__CFGB30328|o__OFGB30328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00224,0.01419,0.02924,0.01086,0.01105,0,0,0,0,0.0001,0.00842,0.02825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03547,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__CFGB30328|o__OFGB30328|f__FGB30328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00224,0.01419,0.02924,0.01086,0.01105,0,0,0,0,0.0001,0.00842,0.02825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03547,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00213,0.06554,0.03684,0,0,0,0.0456,0.0296,0.02478,0.02862,0.0122,0.01433,0,0,0,0,0,0,0,8.00E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01937,0,0,0,0,0,0,0,0,0,0,0,0,0.00364,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02803,0.01606,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.51853,6.90121,3.69523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43767,0.43868,0.99089,0.88388,0,0,0,0,0,0,0,0,0,0,0.00881,0,0,0,0,0.48772,0.8601,0.6762,0,0,0,0.25617,0.25497,0.31904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25517,7.53812,2.69968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45736,1.05654,1.86667,0,0,0,2.6004,1.86285,2.01967,0,0,0,0,0,0,0,0,0,0.48859,0.40934,1.55079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18277,0.00389
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__GGB3680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32424,0.24923,0.56992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18919,0.19381,0,0,0,0,0,0.00415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Senegalimassilia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14149,0.28807,0.16708,0.0049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05132,0.12906,0.05458,0.08856,0,0,0,0,0.52025,0.17641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03843,0,0,0,0,0,0,0,0,0,0,0,0,0.53606,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Ellagibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0932,0.21946,0.12352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33298,0.13187,0.28847,0,0,0,0,0,0,0,0,0,0.35717,0.1558,0.91037,0.22038,0.11208,0.16863,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08788,0.0762,0.08637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06612,0.01759,0.10789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Turicimonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04873,0.07386,0.0263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00743,0.01793,0.01079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0446,0,0,0,0,0,0,0,0,0,0,0,0.00672,0.023,0,0,0,0,0,0,0,0,0.00473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0592,0.38407,0.03727,0,0,0,0,0,0,0,0,0,0.99125,0.19347,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Longibaculum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03604,0.01136,0.13548,0,0,0,0,0,0,0,0,0,0,0,0,0.02912,0.0064,0.00971,0,0,0,0,0,0,0,0,0.04193,0.07817,0,0.06998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00095,0.00461,0,0,0.00673,0.00412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06252,0.0292
