clade_name,Li32124_S1,Li32125_S2,Li32126_S3,Li32127_S4,Li32128_S5,Li32129_S6,Li32130_S7,Li32131_S8,Li32132_S9,Li32133_S10,Li32134_S11,Li32135_S12,Li32136_S13,Li32137_S14,Li32138_S15,Li32139_S16,Li32140_S17,Li32141_S18,Li32142_S19,Li32143_S20,Li32144_S21,Li32145_S22,Li32146_S23,Li32147_S24,Li32148_S25,Li32149_S26,Li32150_S27,Li32151_S28,Li32152_S29,Li32153_S30,Li32154_S31,Li32155_S32,Li32156_S33,Li32157_S34,Li32158_S35,Li32159_S36,Li32160_S37,Li32161_S38,Li32162_S39,Li32163_S40,Li32164_S41,Li32165_S42,Li32166_S43,Li32167_S44,Li32168_S45,Li32169_S46,Li32170_S47,Li32171_S48,Li32172_S49,Li32173_S50,Li32174_S51,Li32175_S52,Li32176_S53,Li32177_S54,Li32178_S55,Li32179_S56,Li32180_S57,Li32181_S58,Li32182_S59,Li32183_S60,Li32184_S61,Li32185_S62,Li32186_S63,Li32187_S64,Li32188_S65,Li32189_S66,Li32190_S67,Li32191_S68,Li32192_S69,Li32193_S70,Li32194_S71,Li32195_S72,Li32196_S73,Li32197_S74,Li32198_S75,Li32199_S76,Li32200_S77,Li32201_S78,Li32202_S79,Li32203_S80,Li32204_S81,Li32205_S82,Li32206_S83,Li32207_S84
k__Bacteria|p__Firmicutes|c__CFGB1325|o__OFGB1325|f__FGB1325|g__GGB3175,0,0,0,0,0,0,0,0,0,0,0,0,0.82747,0.33031,0.65127,0,0,0,0.00568,0,0,0.0339,0.04693,0.02973,0,0,0,0.04469,0.24612,0.43061,0,0,0,0.00991,0.9402,0,0,0,0,0,0,0.37235,0.00887,0.00035,0,0,0,0,0,0,0,0,0,0.26605,0.45896,0.3139,0,0,0,0,0,0,0.00153,0.08719,0.82544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03886,0,0,0
k__Bacteria|p__Firmicutes|c__CFGB79294|o__OFGB79294|f__FGB79294|g__GGB87445,0,0,0,0,0,0,0,0,0,0,0,0,0.41228,0,0,0,0,0,0,0,0,5.9183,1.84069,1.94655,0.12758,0.18334,1.10509,1.05037,0.42937,1.06302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__CFGB1249|o__OFGB1249|f__FGB1249|g__GGB3032,0,0,0,0,0,0,0,0,0,0,0,0,0.36571,0.15674,0.24162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03877,0.0358,0.04525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01112,0.0413,0.04052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderiaceae_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0.34992,0.38394,0.42209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__CFGB1217|o__OFGB1217|f__FGB1217|g__GGB2982,0,0,0,0,0,0,0,0,0,0,0,0,0.17921,0.05197,0.09054,0.04039,0.04308,0.03991,0.07068,0.02798,0.00719,0,0,0,0,0,0,0.1387,0.05776,0.04632,0.04561,0.02885,0.01713,0.00548,0.00549,0,0,0,0,0,0,0,0,0,0.01982,0.09491,0.04256,0,0,0,0,0,0,0,0,0,0,0,0,0.03457,0.03273,0.00942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13178,0,0.07133,0.03106,0.11023,0.03865
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Longicatena,0,0,0,0,0,0,0,0,0,0,0,0,0.14448,0.02006,0.05606,0.04745,0.07666,0.13536,0.04143,0.01198,0.01612,0.14888,0.22274,0.1511,0,0,0,0,0,0,0,0,0,0,0,0.19559,0.01367,0,0,0,0,0.01074,0.17376,0,0.15803,0,0.60337,0,0,0,0.00452,0,0.01443,0,0,0,0,0,0,0.10812,2.19403,0,0,0,0,0.00282,0,0.00315,0,0,0,0.07141,0.02121,0.1387,0,0,0,0,0,0,0.00541,0.25666,0.1865,0
k__Bacteria|p__Firmicutes|c__CFGB15212|o__OFGB15212|f__FGB15212|g__GGB41458,0,0,0,0,0,0,0,0,0,0,0,0,0.12053,0.09263,0.08843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10595,0.0408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04123,0.10808,0.08517,0,0,0,0,0,0,0.04064,0,0.00011,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB3486,0,0,0,0,0,0,0,0,0,0,0,0,0.11656,0.13529,0.13945,0,0,0,0,0,0,0.0015,0.06324,0.01904,0,0,0,0,0,0,0.01324,0.00313,0,0,0,0,0,0,0,0,0,0.0767,0.00638,0.00032,0,0,0,0.03945,0.09675,0.02654,0,0,0,0,0,0,0,0,0,0,0,0,0.06285,0.02695,0.58974,0,0,0,0,0,0,0,0,0,0.01947,0.35474,0,0,0,0,0.07522,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__GGB45656,0,0,0,0,0,0,0,0,0,0,0,0,0.05641,0,0,0,0,0,0,0,0,0,0,0,0.0112,0.00186,0.00159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03246,0.02263,0,0,0,0,0,0,0.00998,0,0.00273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00291,0.00217,0,0,0.00389,0.00297,0,0
k__Bacteria|p__Firmicutes|c__CFGB1011|o__OFGB1011|f__FGB1011|g__GGB2652,0,0,0,0,0,0,0,0,0,0,0,0,0.04421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169,0.02804,0.00923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00794,0.02718,0.02535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__CFGB3038|o__OFGB3038|f__FGB3038|g__GGB9533,0,0,0,0,0,0,0,0,0,0,0,0,0.01714,0.02919,0.01372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01264,0,0.01389,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Drancourtella,0,0,0,0,0,0,0,0,0,0,0,0,0.01491,0.00445,0.0085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94409,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Marvinbryantia,0,0,0,0,0,0,0,0,0,0,0,0,0.00324,0.02991,0.00661,0,0,0,0,0,0,0,0,0,0.12933,0.06207,0.04731,0,0,0,0,0,0,0,0,0,0,0.00117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium_sp_CLA_AA_H233,0,0,0,0,0,0,0,0,0,0,0,0,1.87154,3.48062,1.68222,0,0,0,0.01245,0,0,0,0,0,0,0,0,0.94792,0.64556,0.0064,0,0,0,0.24855,0.2414,0,0,0.25511,0.58269,0.54478,0.16196,0,0,0,0,0,0,0,0,0,0.00125,0.3238,0,0.00336,0.03538,0.00886,0.00213,0.00023,0.00407,0,0,0,0.02896,0.12936,0.09656,0.27961,0.07304,0.00525,0,0,0,0,0,0,1.31001,0.39971,0,0,0.0375,0.12126,0.26962,0.03724,0.49596,1.83195
k__Bacteria|p__Firmicutes|c__CFGB1325|o__OFGB1325|f__FGB1325|g__GGB3175|s__GGB3175_SGB4191,0,0,0,0,0,0,0,0,0,0,0,0,0.82747,0.33031,0.65127,0,0,0,0.00568,0,0,0.0339,0.04693,0.02973,0,0,0,0.04469,0.24612,0.43061,0,0,0,0.00991,0.9402,0,0,0,0,0,0,0.37235,0.00887,0.00035,0,0,0,0,0,0,0,0,0,0.26605,0.45896,0.3139,0,0,0,0,0,0,0.00153,0.08719,0.82544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03886,0,0,0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter|s__Coprobacter_secundus,0,0,0,0,0,0,0,0,0,0,0,0,0.49495,0.40642,0.33416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__CFGB79294|o__OFGB79294|f__FGB79294|g__GGB87445|s__GGB87445_SGB15180,0,0,0,0,0,0,0,0,0,0,0,0,0.41228,0,0,0,0,0,0,0,0,5.9183,1.84069,1.94655,0.12758,0.18334,1.10509,1.05037,0.42937,1.06302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__CFGB1249|o__OFGB1249|f__FGB1249|g__GGB3032|s__GGB3032_SGB4027,0,0,0,0,0,0,0,0,0,0,0,0,0.36571,0.15674,0.24162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03877,0.0358,0.04525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01112,0.0413,0.04052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderiaceae_unclassified|s__Burkholderiaceae_bacterium,0,0,0,0,0,0,0,0,0,0,0,0,0.34992,0.38394,0.42209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__CFGB1217|o__OFGB1217|f__FGB1217|g__GGB2982|s__GGB2982_SGB3964,0,0,0,0,0,0,0,0,0,0,0,0,0.17921,0.05197,0.09054,0.04039,0.04308,0.03991,0.07068,0.02798,0.00719,0,0,0,0,0,0,0.1387,0.05776,0.04632,0.04561,0.02885,0.01713,0.00548,0.00549,0,0,0,0,0,0,0,0,0,0.01982,0.09491,0.04256,0,0,0,0,0,0,0,0,0,0,0,0,0.03457,0.03273,0.00942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13178,0,0.07133,0.03106,0.11023,0.03865
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Longicatena|s__Longicatena_caecimuris,0,0,0,0,0,0,0,0,0,0,0,0,0.14448,0.02006,0.05606,0.04745,0.07666,0.13536,0.04143,0.01198,0.01612,0.14888,0.22274,0.1511,0,0,0,0,0,0,0,0,0,0,0,0.19559,0.01367,0,0,0,0,0.01074,0.17376,0,0.15803,0,0.60337,0,0,0,0.00452,0,0.01443,0,0,0,0,0,0,0.10812,2.19403,0,0,0,0,0.00282,0,0.00315,0,0,0,0.07141,0.02121,0.1387,0,0,0,0,0,0,0.00541,0.25666,0.1865,0
k__Bacteria|p__Firmicutes|c__CFGB15212|o__OFGB15212|f__FGB15212|g__GGB41458|s__GGB41458_SGB58520,0,0,0,0,0,0,0,0,0,0,0,0,0.12053,0.09263,0.08843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10595,0.0408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04123,0.10808,0.08517,0,0,0,0,0,0,0.04064,0,0.00011,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB3486|s__GGB3486_SGB4658,0,0,0,0,0,0,0,0,0,0,0,0,0.11656,0.13529,0.13945,0,0,0,0,0,0,0.0015,0.06324,0.01904,0,0,0,0,0,0,0.01324,0.00313,0,0,0,0,0,0,0,0,0,0.0767,0.00638,0.00032,0,0,0,0.03945,0.09675,0.02654,0,0,0,0,0,0,0,0,0,0,0,0,0.06285,0.02695,0.58974,0,0,0,0,0,0,0,0,0,0.01947,0.35474,0,0,0,0,0.07522,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Intestinimonas|s__Intestinimonas_timonensis,0,0,0,0,0,0,0,0,0,0,0,0,0.10785,0.02137,0.05815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_unclassified_SGB47659,0,0,0,0,0,0,0,0,0,0,0,0,0.09773,0.01401,0.00376,0.04627,0.01335,0.14444,0,0,0,0.03118,0,0.00236,0,0,0,0,0,0,0.32191,0.09166,0.0111,0,0,0.04587,0.02222,0,0,0,0,0,0,0,0.00776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Dorea|s__Dorea_phocaeensis,0,0,0,0,0,0,0,0,0,0,0,0,0.0571,0,0,0,0,0,1.29277,0.32168,1.02932,0,0,0,0.51857,0.179,0.57769,0,0,0,0,0,0,0.00121,0,0,0,0,0,0,0,0,0,0,2.58968,0.85315,3.24361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18737,0.10114,0.09045,0,0,0,0,0,0,0,0,0,0.3305,0.48776,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__GGB45656|s__GGB45656_SGB63370,0,0,0,0,0,0,0,0,0,0,0,0,0.05641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03246,0.02263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__CFGB1011|o__OFGB1011|f__FGB1011|g__GGB2652|s__GGB2652_SGB3573,0,0,0,0,0,0,0,0,0,0,0,0,0.04421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169,0.02804,0.00923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00794,0.02718,0.02535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_saccharogumia,0,0,0,0,0,0,0,0,0,0,0,0,0.0228,0.04749,0.07371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22611,0,0,0,0,0,0,0,0.07454,0.15944
k__Bacteria|p__Firmicutes|c__CFGB3038|o__OFGB3038|f__FGB3038|g__GGB9533|s__GGB9533_SGB14936,0,0,0,0,0,0,0,0,0,0,0,0,0.01714,0.02919,0.01372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01264,0,0.01389,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Drancourtella|s__Drancourtella_massiliensis,0,0,0,0,0,0,0,0,0,0,0,0,0.01396,0.00445,0.0085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94409,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_MCC353,0,0,0,0,0,0,0,0,0,0,0,0,0.00832,0,0,0,0,0.00033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_gallinarum,0,0,0,0,0,0,0,0,0,0,0,0,0.00518,0.00025,0.01442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00613,0.00025,0,0,0,0.01081,0.00101,0,0,0,0,0.00435,0.00408,0.0119,0,0.02978,0.03717,0.00127,0.00215,0,0.00364,0.01112,0.00013,0,0,0,0.00277,0.00177,0,0.00932,0.00917,0.01084,0,0,0,0.00169,0.01082,0.00454,0.00023,0.00943,0.00218,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Marvinbryantia|s__Marvinbryantia_SGB4691,0,0,0,0,0,0,0,0,0,0,0,0,0.00324,0.02991,0.00661,0,0,0,0,0,0,0,0,0,0.12933,0.06207,0.04731,0,0,0,0,0,0,0,0,0,0,0.00117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_ph3,0,0,0,0,0,0,0,0,0,0,0,0,0.00215,0.0082,0.00087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00439,0,0,0.00071,0,0,0,0,0,0.00444,0.00072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00275,0,0,0,0,0,0,0,0,0,0,0,0.00538,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Drancourtella|s__Drancourtella_SGB106018,0,0,0,0,0,0,0,0,0,0,0,0,0.00095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Clostridiales_bacterium_CHKCI006,0,0,0,0,0,0,0,0,0,0,0,0,0.00042,0,0.00048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_hominis,0,0,0,0,0,0,0,0,0,0,0,0,0.00042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00187,0.00086,0.00253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium_sp_CLA_AA_H233|t__SGB15315,0,0,0,0,0,0,0,0,0,0,0,0,1.87154,3.48062,1.68222,0,0,0,0.01245,0,0,0,0,0,0,0,0,0.94792,0.64556,0.0064,0,0,0,0.24855,0.2414,0,0,0.25511,0.58269,0.54478,0.16196,0,0,0,0,0,0,0,0,0,0.00125,0.3238,0,0.00336,0.03538,0.00886,0.00213,0.00023,0.00407,0,0,0,0.02896,0.12936,0.09656,0.27961,0.07304,0.00525,0,0,0,0,0,0,1.31001,0.39971,0,0,0.0375,0.12126,0.26962,0.03724,0.49596,1.83195
k__Bacteria|p__Firmicutes|c__CFGB1325|o__OFGB1325|f__FGB1325|g__GGB3175|s__GGB3175_SGB4191|t__SGB4191,0,0,0,0,0,0,0,0,0,0,0,0,0.82747,0.33031,0.65127,0,0,0,0.00568,0,0,0.0339,0.04693,0.02973,0,0,0,0.04469,0.24612,0.43061,0,0,0,0.00991,0.9402,0,0,0,0,0,0,0.37235,0.00887,0.00035,0,0,0,0,0,0,0,0,0,0.26605,0.45896,0.3139,0,0,0,0,0,0,0.00153,0.08719,0.82544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03886,0,0,0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter|s__Coprobacter_secundus|t__SGB1962,0,0,0,0,0,0,0,0,0,0,0,0,0.49495,0.40642,0.33416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__CFGB79294|o__OFGB79294|f__FGB79294|g__GGB87445|s__GGB87445_SGB15180|t__SGB15180,0,0,0,0,0,0,0,0,0,0,0,0,0.41228,0,0,0,0,0,0,0,0,5.9183,1.84069,1.94655,0.12758,0.18334,1.10509,1.05037,0.42937,1.06302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__CFGB1249|o__OFGB1249|f__FGB1249|g__GGB3032|s__GGB3032_SGB4027|t__SGB4027,0,0,0,0,0,0,0,0,0,0,0,0,0.36571,0.15674,0.24162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03877,0.0358,0.04525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01112,0.0413,0.04052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderiaceae_unclassified|s__Burkholderiaceae_bacterium|t__SGB9265,0,0,0,0,0,0,0,0,0,0,0,0,0.34992,0.38394,0.42209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__CFGB1217|o__OFGB1217|f__FGB1217|g__GGB2982|s__GGB2982_SGB3964|t__SGB3964,0,0,0,0,0,0,0,0,0,0,0,0,0.17921,0.05197,0.09054,0.04039,0.04308,0.03991,0.07068,0.02798,0.00719,0,0,0,0,0,0,0.1387,0.05776,0.04632,0.04561,0.02885,0.01713,0.00548,0.00549,0,0,0,0,0,0,0,0,0,0.01982,0.09491,0.04256,0,0,0,0,0,0,0,0,0,0,0,0,0.03457,0.03273,0.00942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13178,0,0.07133,0.03106,0.11023,0.03865
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Longicatena|s__Longicatena_caecimuris|t__SGB4041,0,0,0,0,0,0,0,0,0,0,0,0,0.14448,0.02006,0.05606,0.04745,0.07666,0.13536,0.04143,0.01198,0.01612,0.14888,0.22274,0.1511,0,0,0,0,0,0,0,0,0,0,0,0.19559,0.01367,0,0,0,0,0.01074,0.17376,0,0.15803,0,0.60337,0,0,0,0.00452,0,0.01443,0,0,0,0,0,0,0.10812,2.19403,0,0,0,0,0.00282,0,0.00315,0,0,0,0.07141,0.02121,0.1387,0,0,0,0,0,0,0.00541,0.25666,0.1865,0
k__Bacteria|p__Firmicutes|c__CFGB15212|o__OFGB15212|f__FGB15212|g__GGB41458|s__GGB41458_SGB58520|t__SGB58520,0,0,0,0,0,0,0,0,0,0,0,0,0.12053,0.09263,0.08843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10595,0.0408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04123,0.10808,0.08517,0,0,0,0,0,0,0.04064,0,0.00011,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB3486|s__GGB3486_SGB4658|t__SGB4658,0,0,0,0,0,0,0,0,0,0,0,0,0.11656,0.13529,0.13945,0,0,0,0,0,0,0.0015,0.06324,0.01904,0,0,0,0,0,0,0.01324,0.00313,0,0,0,0,0,0,0,0,0,0.0767,0.00638,0.00032,0,0,0,0.03945,0.09675,0.02654,0,0,0,0,0,0,0,0,0,0,0,0,0.06285,0.02695,0.58974,0,0,0,0,0,0,0,0,0,0.01947,0.35474,0,0,0,0,0.07522,0,0,0
